state_sch_id,sch_name,level,stn_membership,stn_white_pct,stn_male_pct,stn_attendance_pct,stn_chronic_absence_pct,stn_safety_pct,stn_ell_pct,stn_frpl_pct,stn_gifted_pct,stn_homeless_pct,stn_iep_pct,stn_migrant_pct,tchr_experience_avg,tchr_new_pct,tchr_ma_plus_pct,tchr_national_board_pct,tchr_turnover_pct,tchr_waivers_pct,tell_students,tell_community,tell_leadership,dist_seek_funding,dist_building_funding,title1_status,student_teacher_ratio,prof_rd,prof_ma,cluster,pc1,pc2
010012110,Poage Elementary School,ES,266,0.849624060150376,0.5338345864661654,0.941,0.21804511278195488,0.02631578947368421,0,0.6428571428571429,0.06390977443609022,0.11654135338345864,0.30451127819548873,0,12,4.5,0.909,0,0.36363636363636365,0.045454545454545456,0.9520000000000001,0.917,0.988,5147,2399452,3,0.07142857142857142,63.6,52.1,19,-0.54982605216236,-2.3716254555302663
012013011,Augusta Independent School,ES,277,0.9566787003610109,0.5270758122743683,0.94,0.20216606498194944,0.19494584837545126,0,0.6570397111913358,0.1624548736462094,0.08664259927797834,0.20216606498194944,0.018050541516245487,12.5,0,0.813,0,0.2777777777777778,0.05555555555555555,0.87,0.847,0.937,5568,139788,3,0.07692307692307693,36.1,39.3,8,-1.2593710517175678,-1.617140118663665
004015050,Ballard County Elementary School,ES,514,0.9124513618677043,0.5389105058365758,0.955,0.09922178988326848,0.17120622568093385,0.0038910505836575876,0.6614785992217899,0.08949416342412451,0.05252918287937743,0.14785992217898833,0,13.5,10,0.667,0.03333333333333333,0.16666666666666666,0.03333333333333333,0.534,0.6890000000000001,0.6509999999999999,4318,913998,3,0.0625,51.5,42,6,-1.8422505127663573,1.7086003163105281
061016011,Barbourville City School,ES,628,0.9554140127388535,0.49044585987261147,0.927,0.2770700636942675,0.050955414012738856,0,0.6305732484076433,0.12898089171974522,0.007961783439490446,0.1337579617834395,0,13.5,2.4,0.902,0.04878048780487805,0.024390243902439025,0.024390243902439025,0.8859999999999999,0.9259999999999999,0.88,5007,340170,3,0.06666666666666667,66.9,49.3,11,0.61791556169109485,-1.4499670385677197
090017010,Bardstown Elementary School,ES,606,0.6864686468646864,0.5313531353135313,0.95,0.14356435643564355,0.16831683168316833,0.03135313531353135,0.6023102310231023,0.06765676567656766,0.006600660066006601,0.15841584158415842,0.006600660066006601,12.1,2.9,0.857,0.05714285714285714,0.2,0,0.845,0.902,0.925,4267,2526117,2,0.0625,50.3,45.5,21,1.0543335015417534,0.8086348442926513
090017012,Bardstown Primary School,ES,607,0.6738056013179572,0.5057660626029654,0.9440000000000001,0.19439868204283361,0.023064250411861616,0.039538714991762765,0.6128500823723229,0.07907742998352553,0.018121911037891267,0.20593080724876442,0.004942339373970346,13.9,0,0.9059999999999999,0.1875,0.125,0,0.946,0.97,0.966,4267,2526117,3,0.058823529411764705,NA,NA,15,1.9338834355464227,-0.6242976502302713
005021010,Austin Tracy Elementary School,ES,235,0.9148936170212766,0.49361702127659574,0.95,0.1574468085106383,0.01702127659574468,0.00851063829787234,0.7446808510638298,0.1276595744680851,0.3021276595744681,0.2723404255319149,0.01702127659574468,9.5,13.3,0.467,0,0.2,0.13333333333333333,0.925,0.94,0.93,4616,4581350,3,0.07692307692307693,63.4,67.2,28,-2.314531182603045,-1.7050175826151128
005021035,Eastern Elementary School,ES,344,0.9447674418604651,0.48546511627906974,0.9570000000000001,0.11918604651162791,0.014534883720930232,0.00872093023255814,0.6511627906976745,0.12790697674418605,0.1569767441860465,0.26453488372093026,0.014534883720930232,10.1,10.7,0.608,0.03571428571428571,0.17857142857142858,0.03571428571428571,0.7070000000000001,0.821,0.7909999999999999,4616,4581350,3,0.07142857142857142,62.4,55.6,14,-1.355526387967616,-0.08649178272793585
005021080,Hiseville Elementary School,ES,215,0.9162790697674419,0.48372093023255813,0.951,0.13953488372093023,0.06976744186046512,0.023255813953488372,0.7627906976744186,0.09302325581395349,0.19069767441860466,0.24186046511627907,0.009302325581395349,15.8,0,0.75,0.05,0.2,0,1,0.9740000000000001,0.9540000000000001,4616,4581350,3,0.08333333333333333,63.6,44.6,10,0.38341865150269466,-1.8818684311405809
005021014,North Jackson Elementary,ES,506,0.9189723320158103,0.49604743083003955,0.9590000000000001,0.08300395256916997,0.04940711462450593,0.009881422924901186,0.49407114624505927,0.10869565217391304,0.16205533596837945,0.17984189723320157,0.019762845849802372,10.3,13.8,0.723,0.034482758620689655,0.3103448275862069,0.034482758620689655,1,1,0.987,4616,4581350,3,0.0625,61.6,55.5,5,0.8297243462143318,-0.6123613381604947
005021130,Park City Elementary School,ES,389,0.8226221079691517,0.5218508997429306,0.943,0.1953727506426735,0.08997429305912596,0.02313624678663239,0.7763496143958869,0.12339331619537275,0.15681233933161953,0.31876606683804626,0.02313624678663239,11.8,0,0.652,0,0.17391304347826086,0,0.99,0.963,0.998,4616,4581350,3,0.06666666666666667,50.7,41.5,10,-0.6437187909613354,-1.9335662818018635
005021150,Red Cross Elementary School,ES,583,0.8713550600343053,0.5111492281303602,0.955,0.09605488850771869,0.03430531732418525,0.015437392795883362,0.6226415094339622,0.1509433962264151,0.20411663807890223,0.30360205831903947,0.012006861063464836,15.4,6.1,0.7879999999999999,0.21212121212121213,0.24242424242424243,0,0.863,0.905,0.8590000000000001,4616,4581350,3,0.07142857142857142,66.9,53.1,5,0.7069699679310859,-0.5369493225635638
005021180,Temple Hill Elementary School,ES,270,0.8629629629629629,0.5074074074074074,0.951,0.11481481481481481,0.13703703703703704,0.05185185185185185,0.6592592592592592,0.05555555555555555,0.14444444444444443,0.24814814814814815,0.05185185185185185,11.6,5.6,0.611,0.16666666666666666,0.2222222222222222,0.1111111111111111,1,0.938,0.991,4616,4581350,3,0.07692307692307693,68.5,65.7,20,-0.496577766171674,-1.0694425603313438
006025014,Crossroads Elementary School,ES,406,0.9704433497536946,0.5541871921182266,0.9440000000000001,0.19950738916256158,0.024630541871921183,0.007389162561576354,0.7167487684729064,0.14532019704433496,0.0024630541871921183,0.19704433497536947,0.024630541871921183,13.4,7.7,0.539,0,0.15384615384615385,0,0.9670000000000001,0.9209999999999999,0.955,5243,1484216,3,0.07142857142857142,65,60.6,10,-0.10526806651455542,-1.8646326071068606
006025030,Owingsville Elementary School,ES,478,0.9560669456066946,0.5397489539748954,0.9359999999999999,0.25523012552301255,0.058577405857740586,0,0.7698744769874477,0.09414225941422594,0.014644351464435146,0.19665271966527198,0.006276150627615063,14.3,0,0.778,0.1111111111111111,0.1111111111111111,0,0.9590000000000001,0.9570000000000001,0.935,5243,1484216,3,0.06666666666666667,51.2,39.6,17,0.5008989692851726,-2.0751411879313433
059026010,Beechwood Elementary School,ES,699,0.8626609442060086,0.5135908440629471,0.9690000000000001,0.022889842632331903,0.01430615164520744,0.032904148783977114,0.18168812589413447,0.19742489270386265,0,0.10157367668097282,0,15.7,0,0.8889999999999999,0.1111111111111111,0.08333333333333333,0.027777777777777776,0.9329999999999999,0.9790000000000001,0.92,3235,1081290,4,0.0625,73.8,69.6,13,3.9682838738804698,0.29647198087773435
007031012,Bell Central School Center,ES,490,0.9836734693877551,0.5061224489795918,0.937,0.27346938775510204,0.04693877551020408,0,0.7306122448979592,0.14285714285714285,0.15306122448979592,0.2163265306122449,0,16.2,0,0.857,0.02702702702702703,0.21621621621621623,0.08108108108108109,0.961,0.986,0.9740000000000001,5887,1965016,3,0.07142857142857142,47.4,45.5,22,-0.05818509609304323,-3.020545294655402
007031180,Frakes School Center,ES,117,0.9572649572649573,0.5384615384615384,0.9359999999999999,0.1623931623931624,0.08547008547008547,0,0.8803418803418803,0.1794871794871795,0.1794871794871795,0.2222222222222222,0,17.2,0,1,0,0.08333333333333333,0,0.914,0.875,0.9540000000000001,5887,1965016,3,0.07692307692307693,52.8,77.8,22,-0.36379454179554105,-2.976909656337905
007031250,Lone Jack School Center,ES,142,0.9647887323943662,0.5211267605633803,0.922,0.3873239436619718,0.14788732394366197,0,0.9436619718309859,0.14084507042253522,0.44366197183098594,0.2112676056338028,0,11.5,6.7,0.858,0,0.26666666666666666,0,0.835,0.6629999999999999,0.804,5887,1965016,3,0.07142857142857142,41.3,21.7,23,-4.90993117940228,-2.008979283489306
007031013,Page School Center,ES,303,0.98679867986798675,0.504950495049505,0.9329999999999999,0.2508250825082508,0.0429042904290429,0,0.7986798679867987,0.0858085808580858,0.22772277227722773,0.18151815181518152,0,15.5,0,0.92,0,0.28,0,0.9309999999999999,0.9329999999999999,0.935,5887,1965016,3,0.07142857142857142,53.7,35.8,19,-0.6045138010727793,-2.7630054469061416
007031345,Right Fork School Center,ES,160,0.9875,0.48125,0.9309999999999999,0.2875,0.05625,0,0.8375,0.03125,0.225,0.2125,0,11.8,0,0.9329999999999999,0,0.4666666666666667,0,0.8240000000000001,0.9640000000000001,0.9329999999999999,5887,1965016,3,0.07142857142857142,55.2,51.7,19,-1.7453480960937593,-2.5775084632161587
